mesure,indicateur,id_indicateur,code_region,libelle_region,valeur_actuelle,date_valeur_actuelle,valeur_initiale,date_valeur_initiale,progression,pourcentage_progression,progression_derniere_maj,pourcentage_progression_derniere_maj,progression_derniere_maj_date,cible,pourcentage_cible,date_cible,unite
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,04,La Réunion,272280.0,2021-12-31,0.0,2017-12-31,272280.0,,,,,333532.0,82.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,04,La Réunion,392.0,2021-12-31,332.0,2017-12-31,60.0,18.0,386.0,2.0,2020-09-30,410.0,77.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,04,La Réunion,9150.0,2022-01-31,0.0,2018-01-31,9150.0,,4084.0,124.0,2020-09-30,19099.0,48.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,04,La Réunion,124.0,2022-01-31,67.0,2019-09-30,57.0,85.0,,,,1273.0,5.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,04,La Réunion,0.0,2021-12-31,0.0,2017-06-30,0.0,,,,,850000.0,0.0,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,04,La Réunion,4.5,2020-12-31,2.5,2017-12-31,2.0,80.0,3.5,29.0,2019-12-31,15.0,16.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,04,La Réunion,408.0,2020-12-31,257.0,2017-12-31,151.0,59.0,,,,521.0,57.0,2022-12-31,agriculteurs
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,04,La Réunion,743665.0,2022-01-31,734486.0,2021-12-31,9179.0,1.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,04,La Réunion,206.0,2021-12-31,281.0,2017-12-31,-75.0,-27.0,,,,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,04,La Réunion,170.0,2021-12-31,284.0,2017-12-31,-114.0,-40.0,,,,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,04,La Réunion,321.0,2021-12-31,0.0,2020-05-31,321.0,,60.0,435.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,04,La Réunion,30.0,2020-12-31,9.0,2017-09-30,21.0,233.0,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,04,La Réunion,32.0,2021-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,04,La Réunion,41.0,2021-12-31,47.0,2017-12-31,-6.0,-13.0,39.0,5.0,2019-12-31,,,,morts
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,04,La Réunion,4.0,2021-09-30,4.0,2021-06-30,0.0,0.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,04,La Réunion,149.0,2022-01-31,112.0,2021-03-31,37.0,33.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,04,La Réunion,568.0,2022-02-28,0.0,2020-09-30,568.0,,26.0,2085.0,2021-03-31,2584.0,22.0,2022-12-31,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,04,La Réunion,39.27,2021-09-30,0.0,2018-12-31,39.0,,28.6,37.0,2020-09-30,,,,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins dentaires,tx-equipements-dentaire,04,La Réunion,70.8,2021-09-30,0.0,2019-03-31,71.0,,68.68,3.0,2020-09-30,,,,%
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins optiques,tx-equipements-optique,04,La Réunion,44.05,2021-09-30,0.0,2019-12-31,44.0,,43.0,2.0,2020-09-30,,,,%
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de maisons de santé pluri-professionnelles,nb-maisons-sante,04,La Réunion,18.0,2021-12-31,9.0,2017-06-30,9.0,100.0,10.0,80.0,2020-06-30,15.0,100.0,2022-12-31,maisons de santé
Doubler le nombre de maisons de santé et de centres de santé dans les territoires,Nombre de centres de santé,nb-centres-sante,04,La Réunion,2.0,2021-12-31,0.0,2017-12-31,2.0,,,,,2.0,100.0,2022-12-31,centres de santé
Allonger le congé paternité pour un meilleur développement de l’enfant,Nombre de pères / conjoints prenant un congé de paternité,nb-peres-conge-paternite,04,La Réunion,3132.0,2021-12-31,2379.0,2018-12-31,753.0,32.0,2098.0,49.0,2020-09-30,3257.0,86.0,2022-12-31,pères / conjoints dans l'année
Simplifier l’accès aux droits des personnes handicapées,Durée moyenne de traitement pour les demandes d’allocation adulte handicapé,duree-moyenne-traitement-demandes-allocation-adulte-handicape,04,La Réunion,4.2,2021-09-30,2.6,2017-12-31,2.0,62.0,4.0,5.0,2019-12-31,3.0,0.0,2022-12-31,mois de traitement
MaPrimeRénov',Nombre de dossiers MaPrimeRénov' validés,nb-maprimerenov-valides,04,La Réunion,5031.0,2022-01-31,0.0,2019-12-31,5031.0,,1329.0,279.0,2021-03-31,6702.0,75.0,2022-12-31,dossiers validés
Faciliter l’accès au logement des personnes sans-abri,Nombre de personnes sans-abri ou en hébergement ayant obtenu un logement social,logement-sans-domicile-hebergement-urgence,04,La Réunion,953.0,2021-12-31,528.0,2017-12-31,425.0,80.0,880.0,8.0,2019-12-31,1034.0,84.0,2022-12-31,personnes dans l'année*
Améliorer la qualité du service rendu à l’usager,Part des lieux d’accueil du public qui publient leurs résultats (national et local),tx-transparence-resultats,04,La Réunion,69.0,2019-12-31,6.0,2017-12-31,63.0,1050.0,,,,100.0,67.0,2022-12-31,% de réseaux
Assurer une bonne couverture en internet fixe et en téléphonie mobile pour tous les Français d'ici 2022,Taux de déploiement de la fibre,taux-deploiement-fibre,04,La Réunion,88.0,2021-09-30,53.0,2017-12-31,35.0,66.0,82.0,7.0,2020-09-30,,,,% de déploiement
Déployer une offre France services dans tous les territoires ,Nombre de labellisations (atteinte de l'objectif fixé),nb-labellisations-france-services,04,La Réunion,16.0,2022-03-31,3.0,2020-01-31,13.0,433.0,6.0,167.0,2020-09-30,34.0,42.0,2022-12-31,labellisations
Déployer le pass Culture,Nombre d’utilisateurs du pass Culture de 18 ans,nb-utilisateurs-pass-culture,04,La Réunion,10056.0,2022-02-28,0.0,2019-01-31,10056.0,,9.0,111633.0,2020-10-31,24238.0,41.0,2022-12-31,utilisateurs
Accompagner les aidants,Nombre de bénéficiaires d'un congé de proche aidant indemnisé,nb-beneficiaires-ajpa,04,La Réunion,96.0,2021-12-31,0.0,2020-09-30,96.0,,,,,1050.0,9.0,2022-12-31,bénéficiaires
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les petites villes (- de 20 000 habitants),nb-logements-renoves-petites-villes,04,La Réunion,30.0,2022-02-28,0.0,2020-09-30,30.0,,,,,,,,logements rénovés
Redynamiser les cœurs de ville,Nombre de logements ayant bénéficié d'un accompagnement (réhabilitation ou subvention),nb-logement-accompagnement,04,La Réunion,286.0,2022-02-28,0.0,2019-12-31,286.0,,286.0,0.0,2021-03-31,2032.0,14.0,2022-12-31,logements
Redynamiser les cœurs de ville,Nombre de logements rénovés dans les villes moyennes (+ de 20 000 habitants),nb-logement-accompagnement,04,La Réunion,286.0,2022-02-28,0.0,2019-12-31,286.0,,286.0,0.0,2021-03-31,2032.0,14.0,2022-12-31,logements rénovés
Renforcer les compétences de la nation - plan d'investissement dans les compétences,"Nombre d’entrées en formation pour les publics éloignés de l’emploi (jeunes, demandeurs d’emploi faiblement qualifiés, actifs en insertion, …)",nb-formation-pic,04,La Réunion,30205.0,2021-12-31,14300.0,2017-12-31,15905.0,111.0,,,,25000.0,100.0,2022-12-31,formations
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d'enfants ayant suivi un cycle d’Aisance Aquatique,nb-cycle-aisance-aquatique,04,La Réunion,914.0,2021-12-31,0.0,2019-03-31,914.0,,38.0,2305.0,2020-12-31,1558.0,59.0,2022-12-31,enfants
Apprendre à nager et à circuler à vélo en toute sécurité,Nombre d’attestations « savoir rouler à vélo » délivrées,nb-attestations-savoir-rouler-velo,04,La Réunion,3133.0,2021-12-31,0.0,2019-03-31,3133.0,,3108.0,1.0,2021-06-30,3579.0,88.0,2022-12-31,attestations
Simplifier l’accès à l’aide juridictionnelle,Nombre de demandes d'aide juridictionnelle formulées par voie dématérialisée,nb-aide-juridictionnelle-dematerialisee,04,La Réunion,0.0,2021-03-31,0.0,2021-01-31,0.0,,,,,15.0,0.0,2022-12-31,% des demandes *
Garantir l'égalité professionnelle entre les femmes et les hommes,Part des entreprises respectant leur obligation de publier l’index égalité professionnelle,tx-entreprise-egalite-pro,04,La Réunion,100.0,2021-12-31,33.0,2019-03-31,67.0,203.0,,,,90.0,100.0,2022-12-31,%
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de CP et CE1 en éducation prioritaire dédoublées,tx-classes-cp-ce1-rep,06,Mayotte,100.0,2021-10-31,98.0,2019-10-31,2.0,2.0,99.0,1.0,2020-10-31,100.0,100.0,2021-10-31,% des classes
"Dédoubler les classes en éducation prioritaire (grande section, CP, CE1) ",Part des classes de grande section en éducation prioritaire dédoublées,tx-gs-rep,06,Mayotte,0.0,2021-10-31,0.0,2019-11-30,0.0,,,,,55.0,0.0,2022-11-30,% des classes
"Limiter les classes à 24 en grande section, CP, CE1","Part des classes de GS, CP ou CE1 ayant un effectif inférieur ou égal à 24 élèves",tx-classes-cp-ce1,06,Mayotte,83.0,2021-09-30,87.0,2019-09-30,-4.0,-5.0,84.0,-1.0,2020-09-30,100.0,0.0,2022-09-30,% des classes
Devoirs faits au collège,Part de collégiens bénéficiant du dispositif (en %),taux-collegiens-beneficiaires,06,Mayotte,26.0,2021-09-30,0.0,2018-03-31,26.0,,,,,53.0,49.0,2022-12-31,% de collégiens
Offrir une scolarisation inclusive à tous les enfants handicapés,"Nombre d’unités locales d’inclusion scolaires (ULIS) pour les élèves en situation de handicap à l’école maternelle, à l’école élémentaire, au collège et au lycée",nombre-creation-ulis,06,Mayotte,60.0,2021-09-30,59.0,2017-09-30,1.0,2.0,61.0,-2.0,2020-09-30,69.0,10.0,2022-09-30,unités
Offrir une scolarisation inclusive à tous les enfants handicapés,Nombre de classes adaptées à la scolarisation des enfants autistes (UEMA/UEEA) à l’école maternelle et à l’école élémentaire,nombre-creation-ueea,06,Mayotte,2.0,2021-09-30,0.0,2017-09-30,2.0,,,,,3.0,67.0,2022-09-30,classes
Déployer Parcoursup ,Taux de réussite aux examens de licence 1,tx-reussite-examens,06,Mayotte,32.3,2020-10-31,27.7,2017-10-31,5.0,17.0,27.7,17.0,2017-10-31,47.0,24.0,2022-10-31,% de réussite
Promouvoir l'engagement chez les jeunes,Nombre de volontaires ayant réalisé au moins un jour de mission de service civique dans l'année,nb-jeunes-engages,06,Mayotte,1847.0,2021-12-31,1087.0,2017-12-31,760.0,70.0,1178.0,57.0,2020-12-31,2214.0,67.0,2022-12-31,jeunes
Aide de France Relance aux entreprises,Nombre d’entreprises industrielles (dont PME) bénéficiaires des aides à l'investissement de France Relance,nb-entreprises-industrielles-agricoles,06,Mayotte,2.0,2021-12-31,0.0,2020-10-31,2.0,,,,,,,,entreprises industrielles
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant bénéficié d'un chèque numérique de 500€,nb-entreprises-cheaque-numerique,06,Mayotte,29.0,2022-02-28,0.0,2020-09-30,29.0,,,,,17.0,100.0,2022-12-31,entreprises
Numérisation des petites et moyennes entreprises,Nombre d'entreprises ayant disposé d'un diagnostic numérique et d'un plan d'action individualisé,nb-diagnostics-individualises,06,Mayotte,50.0,2022-02-28,0.0,2020-09-30,50.0,,30.0,67.0,2021-04-30,54.0,93.0,2022-12-31,entreprises
Développer l’apprentissage,Nombre de contrats d’apprentissage,nombre-contrats-apprentissage,06,Mayotte,260.0,2021-12-31,14.0,2017-12-31,246.0,1757.0,296.0,-12.0,2020-12-31,269.0,96.0,2022-12-31,contrats
Plan 1 jeune 1 solution,Nombre de recrutements de jeunes,nombre-recrutements-jeunes,06,Mayotte,0.0,2021-07-31,0.0,2019-07-31,0.0,,,,,,,,Recrutements depuis le mois d'août précédent
Pacte d'ambition pour l'insertion par l'activité économique,Nombre de bénéficiaires en structures d'insertion par l'activité économique,nb-beneficiaires-siae,06,Mayotte,656.0,2021-10-31,0.0,2017-01-31,656.0,,627.0,5.0,2021-02-28,1691.0,39.0,2022-12-31,bénéficiaires *
Supprimer la taxe d’habitation sur les résidences principales,Nombre de bénéficiaires totalement exonérés,nb-beneficiaires-suppression-taxe-habitation,06,Mayotte,6591.0,2021-12-31,0.0,2017-12-31,6591.0,,,,,11644.0,57.0,2023-12-31,bénéficiaires
Déployer le plan vélo,Kilomètres d'aménagements cyclables sécurisés,km-amenagement-cyclables-securises,06,Mayotte,23.0,2021-12-31,0.0,2017-12-31,23.0,,,,,58.0,40.0,2022-03-31,kilomètres
Verdir le parc automobile,Nombre de primes à la conversion et de bonus écologiques,nb-primes-conversion,06,Mayotte,26.0,2022-01-31,0.0,2018-01-31,26.0,,11.0,136.0,2020-09-30,6428.0,0.0,2022-06-30,primes et bonus
Verdir le parc automobile,Nombre de bornes de recharge pour véhicules électriques déployées,nb-points-recharge,06,Mayotte,0.0,2022-01-31,0.0,2021-11-30,0.0,,,,,429.0,0.0,2022-03-31,bornes de recharge
Mettre en œuvre la sortie du plastique à usage unique et lutter contre le gaspillage,Nombre de Français qui peuvent mettre tous les emballages dans le bac jaune,nb-francais-emballages-bac-jaune,06,Mayotte,0.0,2021-12-31,0.0,2017-06-30,0.0,,,,,0.0,,2022-12-31,habitants
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Surface agricole cultivée en agriculture biologique,surface-agriculture-biologique,06,Mayotte,0.4,2020-12-31,0.2,2017-12-31,0.0,100.0,0.2,100.0,2019-12-31,15.0,1.0,2022-12-31,% de surface agricole
Réduire l'utilisation des produits phytosanitaires et accélérer la transition écologique,Nombre d’agriculteurs engagés dans une démarche certifiée de transition agro-écologique,nb-agriculteurs-agro-eco,06,Mayotte,12.0,2020-12-31,5.0,2017-12-31,7.0,140.0,,,,,,,agriculteurs
Renforcer la sécurité du quotidien,Nombre d’heures de patrouille de voie publique,nb-heures-patrouille,06,Mayotte,482849.0,2022-01-31,491257.0,2021-12-31,-8408.0,-2.0,,,,,,,heures de patrouille sur douze mois *
Renforcer la sécurité du quotidien,Atteintes aux personnes dans les transports en commun,nb-atteintes-personnes,06,Mayotte,33.0,2021-12-31,22.0,2017-12-31,11.0,50.0,,,,,,,atteintes aux personnes dans l'année
Renforcer la sécurité du quotidien,Atteintes aux biens dans les transports en commun,nb-atteintes-biens,06,Mayotte,23.0,2021-12-31,24.0,2017-12-31,-1.0,-4.0,,,,,,,atteintes aux biens dans l'année
Lutter contre les stupéfiants,Nombre d'amendes forfaitaires délictuelles dressées,nb-amendes-delictuelles-dressees,06,Mayotte,22.0,2021-12-31,0.0,2020-05-31,22.0,,9.0,144.0,2021-03-31,,,,amendes dressées
Lutter contre les violences faites aux femmes,Nombre d’ordonnances de protection délivrées,nb-ordonnances-delivrees,06,Mayotte,0.0,2020-09-30,0.0,2017-12-31,0.0,,,,,,,,ordonnances dans l'année
Lutter contre les atteintes aux principes républicains,Nombre de contrôles réalisés dans le cadre des CLIR ou des dispositifs existant localement avant la mise en place progressive des CLIR,nb-controles-clir,06,Mayotte,6.0,2021-12-31,,,,,,,,,,,contrôles
Réduire la mortalité sur les routes,Nombre de morts sur les routes,nb-morts-routes,06,Mayotte,12.0,2021-12-31,8.0,2017-12-31,4.0,50.0,14.0,-14.0,2019-12-31,,,,morts
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Taux de personnes détenues ayant bénéficié d'une formation dans l'année,tx-detenus-formation,06,Mayotte,4.0,2021-09-30,4.0,2021-06-30,0.0,0.0,,,,,,,% de détenus
Lutter contre la récidive par une meilleure insertion professionnelle des condamnés,Postes de travail d’intérêt général proposés sur l’ensemble du territoire national en tant que peine,nb-postes-tig,06,Mayotte,54.0,2022-01-31,70.0,2021-03-31,-16.0,-23.0,,,,,,,postes
Lutter contre les impayés de pensions alimentaires,Nombre de familles bénéficiaires d'une pension alimentaire versée par l'intermédiaire du service public des pensions alimentaires,nb-familles-aripa,06,Mayotte,0.0,2022-02-28,0.0,2020-09-30,0.0,,,,,,,,familles
"Proposer une offre de lunettes, appareils auditifs et prothèses dentaires remboursée à 100%",Part des équipements vendus sans reste à charge dans le total des soins audio,tx-equipements-audio,06,Mayotte,62.5,2021-08-31,0.0,2018-12-31,62.0,,,,,40.0,100.0,2022-12-31,%
